transaction_id,date,customer_age,gender,region,product_category,quantity,unit_price,total_sales,payment_method,customer_rating
TXN00265,2023-04-07 04:36:45.405405,63.0,Female,South,Furniture,6,499,2797.95,Cash,1
TXN00266,2023-04-07 13:21:26.486486,55.0,Male,South,Groceries,9,499,2001.77,Cash,4
TXN00267,2023-04-07 22:06:07.567567,31.0,Male,East,Sports,1,4999,4305.93,Cash,4
TXN00268,2023-04-08 06:50:48.648648,53.0,Female,West,Groceries,1,4999,1855.89,Debit Card,3
TXN00269,2023-04-08 15:35:29.729729,25.0,Female,West,Groceries,5,9999,2647.96,Cash,5
TXN00270,2023-04-09 00:20:10.810810,52.0,Female,West,Groceries,5,9999,3104.59,Cash,4
TXN00271,2023-04-09 09:04:51.891891,36.0,Female,East,Sports,5,4999,4153.02,Debit Card,5
TXN00272,2023-04-09 17:49:32.972972,47.0,Male,South,Furniture,6,499,1851.31,Cash,4
TXN00273,2023-04-10 02:34:14.054054,31.0,Male,West,Electronics,8,999,3930.53,Credit Card,2
TXN00274,2023-04-10 11:18:55.135135,37.0,Male,West,Groceries,3,199,3008.19,UPI,4
TXN00275,2023-04-10 20:03:36.216216,66.0,Female,North,Groceries,9,2999,2214.79,Cash,3
TXN00276,2023-04-11 04:48:17.297297,42.0,Female,West,Groceries,1,199,3369.68,UPI,4
TXN00277,2023-04-11 13:32:58.378378,57.0,Male,South,Electronics,4,9999,3159.25,Cash,2
TXN00278,2023-04-11 22:17:39.459459,41.0,Female,South,Sports,9,9999,2519.83,Cash,5
TXN00279,2023-04-12 07:02:20.540540,31.0,Female,North,Sports,8,199,3055.84,Credit Card,2
TXN00280,2023-04-12 15:47:01.621621,43.0,Male,West,Electronics,9,2999,2691.75,Debit Card,5
TXN00281,2023-04-13 00:31:42.702702,55.0,Male,West,Sports,1,499,3090.81,UPI,5
TXN00282,2023-04-13 09:16:23.783783,40.0,Female,West,Electronics,9,999,3529.7,Debit Card,4
TXN00283,2023-04-13 18:01:04.864864,39.0,Female,East,Electronics,3,999,4268.81,Credit Card,4
TXN00284,2023-04-14 02:45:45.945945,65.0,Female,West,Electronics,9,199,2009.75,Credit Card,4
TXN00285,2023-04-14 11:30:27.027027,,Male,South,Electronics,1,2999,4706.43,UPI,5
TXN00286,2023-04-14 20:15:08.108108,63.0,Male,South,Furniture,1,9999,1438.33,Debit Card,4
TXN00287,2023-04-15 04:59:49.189189,68.0,Male,East,Electronics,9,1499,2878.57,Credit Card,5
TXN00288,2023-04-15 13:44:30.270270,20.0,Male,East,Clothing,6,499,3470.65,Cash,4
TXN00289,2023-04-15 22:29:11.351351,59.0,Male,West,Electronics,4,199,3224.79,Cash,5
TXN00290,2023-04-16 07:13:52.432432,36.0,Female,North,Clothing,7,999,2501.84,Cash,4
TXN00291,2023-04-16 15:58:33.513513,26.0,Female,East,Electronics,5,9999,2833.5,Debit Card,4
TXN00292,2023-04-17 00:43:14.594594,45.0,Female,East,Groceries,7,4999,2605.6,Cash,5
TXN00293,2023-04-17 09:27:55.675675,37.0,Male,West,Electronics,8,4999,2528.51,Cash,5
TXN00294,2023-04-17 18:12:36.756756,62.0,Male,West,Sports,8,2999,3679.68,Credit Card,4
TXN00295,2023-04-18 02:57:17.837837,24.0,Male,East,Furniture,1,2999,3285.61,Credit Card,3
TXN00296,2023-04-18 11:41:58.918918,31.0,Female,North,Electronics,8,199,2445.67,Cash,4
TXN00297,2023-04-18 20:26:40.000000,26.0,Male,East,Sports,6,1499,3719.68,Cash,5
TXN00298,2023-04-19 05:11:21.081081,36.0,Male,West,Electronics,4,999,3245.84,Credit Card,5
TXN00299,2023-04-19 13:56:02.162162,64.0,Female,West,Electronics,8,199,3650.29,UPI,5
TXN00300,2023-04-19 22:40:43.243243,69.0,Male,East,Electronics,3,1499,3503.7,Debit Card,1
TXN00301,2023-04-20 07:25:24.324324,31.0,Female,,Clothing,4,9999,2336.8,Debit Card,4
TXN00302,2023-04-20 16:10:05.405405,55.0,Male,East,Groceries,6,2999,2551.86,Credit Card,4
TXN00303,2023-04-21 00:54:46.486486,53.0,Male,East,Furniture,7,4999,3597.83,Debit Card,5
TXN00304,2023-04-21 09:39:27.567567,57.0,Female,West,Clothing,4,499,3488.3,Credit Card,1
TXN00305,2023-04-21 18:24:08.648648,34.0,Female,North,Groceries,4,9999,2983.28,Credit Card,5
TXN00306,2023-04-22 03:08:49.729729,47.0,Female,South,Electronics,7,4999,3093.86,Credit Card,4
TXN00307,2023-04-22 11:53:30.810810,26.0,Female,,Furniture,6,999,4022.13,Credit Card,3
TXN00308,2023-04-22 20:38:11.891891,50.0,Female,East,Electronics,8,999,2526.74,UPI,3
TXN00309,2023-04-23 05:22:52.972972,69.0,Female,East,Electronics,1,4999,3437.68,Cash,3
TXN00310,2023-04-23 14:07:34.054054,42.0,Male,East,Electronics,7,9999,2838.25,Cash,4
TXN00311,2023-04-23 22:52:15.135135,31.0,Male,North,Electronics,7,4999,2825.86,UPI,2
TXN00312,2023-04-24 07:36:56.216216,28.0,Female,West,Groceries,7,1499,3879.02,Debit Card,3
TXN00313,2023-04-24 16:21:37.297297,52.0,Male,East,Furniture,7,199,3660.33,Debit Card,5
TXN00314,2023-04-25 01:06:18.378378,58.0,Female,East,Electronics,8,2999,3650.81,Cash,2
TXN00315,2023-04-25 09:50:59.459459,31.0,Male,North,Groceries,9,1499,4044.38,Debit Card,3
TXN00316,2023-04-25 18:35:40.540540,47.0,Female,South,Groceries,9,499,3016.8,Cash,4
TXN00317,2023-04-26 03:20:21.621621,58.0,Male,South,Sports,2,4999,3545.56,Cash,4
TXN00318,2023-04-26 12:05:02.702702,21.0,Male,West,Electronics,7,499,2751.79,UPI,5
TXN00319,2023-04-26 20:49:43.783783,21.0,Male,West,Groceries,7,499,3259.33,Debit Card,4
TXN00320,2023-04-27 05:34:24.864864,45.0,Male,East,Sports,4,1499,2895.89,UPI,5
TXN00321,2023-04-27 14:19:05.945945,25.0,Male,North,Groceries,9,2999,3077.6,Cash,4
TXN00322,2023-04-27 23:03:47.027027,19.0,Female,East,Clothing,8,9999,3476.13,Cash,2
TXN00323,2023-04-28 07:48:28.108108,58.0,Female,West,Electronics,1,999,2345.42,Cash,3
TXN00324,2023-04-28 16:33:09.189189,63.0,Female,North,Clothing,2,199,4673.91,Credit Card,4
TXN00325,2023-04-29 01:17:50.270270,39.0,Male,North,Groceries,2,999,2195.19,Credit Card,4
TXN00326,2023-04-29 10:02:31.351351,58.0,Female,West,Groceries,8,2999,2028.65,Credit Card,4
TXN00327,2023-04-29 18:47:12.432432,33.0,Male,South,Electronics,1,999,3926.49,UPI,4
TXN00328,2023-04-30 03:31:53.513513,46.0,Male,South,Groceries,4,4999,3633.33,Cash,4
TXN00329,2023-04-30 12:16:34.594594,66.0,Male,North,Groceries,5,4999,3499.3,Debit Card,3
TXN00330,2023-04-30 21:01:15.675675,65.0,Female,East,Groceries,9,1499,3502.68,UPI,3
TXN00331,2023-05-01 05:45:56.756756,47.0,Male,South,Groceries,7,499,2990.2,UPI,4
TXN00332,2023-05-01 14:30:37.837837,29.0,Female,East,Furniture,8,2999,2282.2,UPI,4
TXN00333,2023-05-01 23:15:18.918918,52.0,Female,South,Clothing,9,2999,17859.589854704718,Debit Card,4
TXN00334,2023-05-02 08:00:00.000000,28.0,Male,South,Sports,7,999,2458.27,Cash,3
TXN00335,2023-05-02 16:44:41.081081,63.0,Male,East,Electronics,5,1499,3780.1,Credit Card,4
TXN00336,2023-05-03 01:29:22.162162,67.0,Female,West,Electronics,5,999,2882.35,Cash,5
TXN00337,2023-05-03 10:14:03.243243,38.0,Female,South,Clothing,6,999,2339.6,Cash,3
TXN00338,2023-05-03 18:58:44.324324,38.0,Female,,Electronics,5,2999,2742.89,UPI,4
TXN00339,2023-05-04 03:43:25.405405,22.0,Female,East,Electronics,9,999,3330.35,UPI,5
TXN00340,2023-05-04 12:28:06.486486,65.0,Female,West,Electronics,3,499,2549.02,UPI,3
TXN00341,2023-05-04 21:12:47.567567,37.0,Female,South,Furniture,3,999,2342.22,Credit Card,4
TXN00342,2023-05-05 05:57:28.648648,54.0,Male,,Electronics,7,499,3194.95,Credit Card,2
TXN00343,2023-05-05 14:42:09.729729,20.0,Female,West,Groceries,7,2999,3195.97,Credit Card,4
TXN00344,2023-05-05 23:26:50.810810,61.0,Female,South,Electronics,6,1499,2594.45,Cash,2
TXN00345,2023-05-06 08:11:31.891891,50.0,Female,West,Sports,3,4999,2623.17,UPI,5
TXN00346,2023-05-06 16:56:12.972972,26.0,Female,West,Groceries,7,499,3185.64,Debit Card,4
TXN00347,2023-05-07 01:40:54.054054,26.0,Male,East,Electronics,5,1499,1841.53,Cash,5
TXN00348,2023-05-07 10:25:35.135135,21.0,Male,North,Furniture,7,1499,1874.03,Credit Card,4
TXN00349,2023-05-07 19:10:16.216216,52.0,Female,West,Groceries,2,499,2425.24,Debit Card,4
TXN00350,2023-05-08 03:54:57.297297,34.0,Female,East,Furniture,6,2999,2829.24,Debit Card,4
TXN00351,2023-05-08 12:39:38.378378,51.0,Female,North,Groceries,8,199,3248.73,UPI,5
TXN00352,2023-05-08 21:24:19.459459,41.0,Male,South,Groceries,1,1499,4180.28,Debit Card,5
TXN00353,2023-05-09 06:09:00.540540,49.0,Male,North,Furniture,4,1499,3686.13,Credit Card,4
TXN00354,2023-05-09 14:53:41.621621,18.0,Male,West,Clothing,1,2999,2872.05,UPI,5
TXN00355,2023-05-09 23:38:22.702702,25.0,Male,West,Electronics,1,2999,2984.79,Debit Card,4
TXN00356,2023-05-10 08:23:03.783783,62.0,Male,West,Furniture,8,999,2197.98,UPI,4
TXN00357,2023-05-10 17:07:44.864864,40.0,Male,West,Clothing,7,2999,2985.19,Debit Card,4
TXN00358,2023-05-11 01:52:25.945945,64.0,Female,West,Groceries,1,1499,2769.07,Cash,3
TXN00359,2023-05-11 10:37:07.027027,57.0,Male,East,Electronics,2,499,3258.17,Cash,1
TXN00360,2023-05-11 19:21:48.108108,29.0,Male,West,Groceries,4,199,2338.22,Credit Card,3
TXN00361,2023-05-12 04:06:29.189189,29.0,Female,East,Sports,1,9999,3415.48,Cash,4
TXN00362,2023-05-12 12:51:10.270270,63.0,Male,South,Clothing,3,999,4226.19,Cash,4
TXN00363,2023-05-12 21:35:51.351351,64.0,Female,West,Clothing,8,9999,2912.99,Cash,4
TXN00364,2023-05-13 06:20:32.432432,32.0,Male,West,Groceries,8,499,3321.37,Debit Card,5
TXN00365,2023-05-13 15:05:13.513513,58.0,Female,North,Furniture,8,199,3552.12,Debit Card,4
TXN00366,2023-05-13 23:49:54.594594,36.0,Female,South,Clothing,6,199,2679.02,UPI,4
TXN00367,2023-05-14 08:34:35.675675,43.0,Female,West,Clothing,6,199,3179.27,Debit Card,2
TXN00368,2023-05-14 17:19:16.756756,69.0,Female,West,Sports,5,4999,3010.07,Cash,1
TXN00369,2023-05-15 02:03:57.837837,46.0,Female,South,Groceries,9,499,3078.14,Debit Card,5
TXN00370,2023-05-15 10:48:38.918918,39.0,Male,East,Electronics,4,999,2381.59,Credit Card,4
TXN00371,2023-05-15 19:33:20.000000,57.0,Male,West,Electronics,7,999,3019.61,UPI,5
TXN00372,2023-05-16 04:18:01.081081,38.0,Female,North,Groceries,1,199,3398.4,UPI,2
TXN00373,2023-05-16 13:02:42.162162,68.0,Female,West,Electronics,9,499,4160.91,Debit Card,4
TXN00374,2023-05-16 21:47:23.243243,55.0,Female,North,Clothing,7,4999,3767.42,Cash,3
TXN00375,2023-05-17 06:32:04.324324,37.0,Male,North,Sports,9,199,4722.55,UPI,3
TXN00376,2023-05-17 15:16:45.405405,46.0,Female,West,Electronics,7,2999,2386.12,Credit Card,1
TXN00377,2023-05-18 00:01:26.486486,68.0,Female,West,Groceries,2,9999,3697.86,Credit Card,2
TXN00378,2023-05-18 08:46:07.567567,21.0,Female,North,Clothing,6,999,3146.67,UPI,3
TXN00379,2023-05-18 17:30:48.648648,24.0,Female,South,Furniture,4,9999,4751.84,Cash,2
TXN00380,2023-05-19 02:15:29.729729,45.0,Male,South,Groceries,3,1499,2353.36,Cash,5
TXN00381,2023-05-19 11:00:10.810810,45.0,Female,West,Electronics,2,199,2328.22,Debit Card,3
TXN00382,2023-05-19 19:44:51.891891,21.0,Female,East,Groceries,6,2999,2520.49,Debit Card,2
TXN00383,2023-05-20 04:29:32.972972,,Male,South,Electronics,8,999,1300.88,UPI,3
TXN00384,2023-05-20 13:14:14.054054,29.0,Female,West,Sports,6,9999,2579.4,Debit Card,4
TXN00385,2023-05-20 21:58:55.135135,62.0,Female,South,Sports,9,4999,2392.69,Debit Card,2
TXN00386,2023-05-21 06:43:36.216216,20.0,Male,East,Clothing,5,499,3120.32,Debit Card,5
TXN00387,2023-05-21 15:28:17.297297,39.0,Male,West,Clothing,2,999,3273.4,Credit Card,5
TXN00388,2023-05-22 00:12:58.378378,61.0,Male,East,Clothing,8,9999,4500.94,Debit Card,3
TXN00389,2023-05-22 08:57:39.459459,19.0,Female,West,Groceries,9,499,3760.34,UPI,4
TXN00390,2023-05-22 17:42:20.540540,41.0,Female,East,Clothing,4,9999,2538.48,Cash,1
TXN00391,2023-05-23 02:27:01.621621,51.0,Male,South,Clothing,6,499,2281.27,Debit Card,4
TXN00392,2023-05-23 11:11:42.702702,44.0,Male,South,Clothing,8,4999,3393.54,Cash,4
TXN00393,2023-05-23 19:56:23.783783,58.0,Male,East,Electronics,9,4999,1943.81,Debit Card,3
TXN00394,2023-05-24 04:41:04.864864,18.0,Female,East,Groceries,5,199,4465.17,UPI,3
TXN00395,2023-05-24 13:25:45.945945,25.0,Female,East,Electronics,6,199,3943.55,Credit Card,4
TXN00396,2023-05-24 22:10:27.027027,40.0,Male,West,Groceries,4,999,2624.66,UPI,4
TXN00397,2023-05-25 06:55:08.108108,55.0,Female,South,Electronics,5,4999,1629.49,Credit Card,3
TXN00398,2023-05-25 15:39:49.189189,23.0,Male,West,Electronics,7,2999,4083.1,Debit Card,4
TXN00399,2023-05-26 00:24:30.270270,39.0,Female,South,Groceries,9,9999,2908.37,Debit Card,4
TXN00400,2023-05-26 09:09:11.351351,42.0,Female,North,Sports,6,9999,3990.25,Credit Card,5
TXN00401,2023-05-26 17:53:52.432432,35.0,Female,West,Furniture,6,9999,1724.46,UPI,2
TXN00402,2023-05-27 02:38:33.513513,34.0,Female,South,Electronics,8,999,2520.5,UPI,5
TXN00403,2023-05-27 11:23:14.594594,29.0,Male,South,Electronics,4,9999,3004.19,Credit Card,4
TXN00404,2023-05-27 20:07:55.675675,23.0,Female,West,Sports,3,1499,3037.58,Debit Card,2
TXN00405,2023-05-28 04:52:36.756756,43.0,Female,West,Clothing,7,499,2639.95,Credit Card,4
TXN00406,2023-05-28 13:37:17.837837,,Male,South,Electronics,5,9999,3498.28,Debit Card,4
TXN00407,2023-05-28 22:21:58.918918,25.0,Female,West,Sports,2,499,2145.9,Credit Card,5
TXN00408,2023-05-29 07:06:40.000000,36.0,Male,East,Furniture,2,199,2886.1,Debit Card,2
TXN00409,2023-05-29 15:51:21.081081,59.0,Male,West,Sports,6,9999,3096.24,Credit Card,4
TXN00410,2023-05-30 00:36:02.162162,18.0,Female,West,Sports,8,2999,3411.55,Cash,4
TXN00411,2023-05-30 09:20:43.243243,46.0,Female,West,Sports,1,4999,3569.29,Debit Card,5
TXN00412,2023-05-30 18:05:24.324324,62.0,Male,South,Electronics,6,4999,2100.29,UPI,3
TXN00413,2023-05-31 02:50:05.405405,66.0,Male,East,Electronics,2,199,1772.71,Credit Card,5
TXN00414,2023-05-31 11:34:46.486486,52.0,Male,North,Groceries,2,1499,4022.14,UPI,5
TXN00415,2023-05-31 20:19:27.567567,57.0,Female,North,Groceries,7,999,3265.85,Credit Card,3
TXN00416,2023-06-01 05:04:08.648648,31.0,Male,East,Groceries,1,999,2401.21,UPI,5
TXN00417,2023-06-01 13:48:49.729729,52.0,Male,East,Clothing,6,2999,4240.92,UPI,5
TXN00418,2023-06-01 22:33:30.810810,65.0,Male,East,Clothing,7,199,3092.54,Credit Card,3
TXN00419,2023-06-02 07:18:11.891891,62.0,Female,South,Groceries,8,199,3943.44,Credit Card,4
TXN00420,2023-06-02 16:02:52.972972,37.0,Male,North,Electronics,7,1499,3054.01,UPI,4
TXN00421,2023-06-03 00:47:34.054054,66.0,Female,East,Clothing,6,9999,4648.6,UPI,3
TXN00422,2023-06-03 09:32:15.135135,30.0,Female,South,Groceries,9,999,4404.27,UPI,1
TXN00423,2023-06-03 18:16:56.216216,55.0,Male,North,Groceries,3,9999,2800.83,Debit Card,3
TXN00424,2023-06-04 03:01:37.297297,66.0,Female,West,Electronics,6,199,3777.26,Debit Card,3
TXN00425,2023-06-04 11:46:18.378378,63.0,Male,South,Groceries,4,9999,3516.3,Cash,4
TXN00426,2023-06-04 20:30:59.459459,66.0,Female,North,Groceries,2,4999,4094.91,Debit Card,3
TXN00427,2023-06-05 05:15:40.540540,25.0,Female,South,Clothing,1,2999,2228.06,Debit Card,5
TXN00428,2023-06-05 14:00:21.621621,60.0,Male,North,Electronics,1,999,3548.84,Credit Card,4
TXN00429,2023-06-05 22:45:02.702702,37.0,Male,North,Clothing,3,1499,3846.74,Cash,2
TXN00430,2023-06-06 07:29:43.783783,50.0,Male,West,Clothing,4,2999,1593.01,Cash,4
TXN00431,2023-06-06 16:14:24.864864,43.0,Female,South,Sports,2,499,2053.39,Debit Card,4
TXN00432,2023-06-07 00:59:05.945945,56.0,Female,East,Electronics,1,4999,1368.61,Credit Card,5
TXN00433,2023-06-07 09:43:47.027027,38.0,Male,,Groceries,4,1499,2784.47,Credit Card,1
TXN00434,2023-06-07 18:28:28.108108,66.0,Male,West,Electronics,7,2999,3574.03,Cash,3
TXN00435,2023-06-08 03:13:09.189189,59.0,Female,North,Clothing,6,199,4201.89,Credit Card,5
TXN00436,2023-06-08 11:57:50.270270,60.0,Female,East,Groceries,6,499,3059.28,UPI,5
TXN00437,2023-06-08 20:42:31.351351,58.0,Female,South,Clothing,9,1499,4302.89,Debit Card,4
TXN00438,2023-06-09 05:27:12.432432,26.0,Male,East,Groceries,2,199,1895.92,UPI,5
TXN00439,2023-06-09 14:11:53.513513,41.0,Female,East,Electronics,4,4999,1637.29,Cash,2
TXN00440,2023-06-09 22:56:34.594594,54.0,Male,East,Clothing,5,499,2955.56,Cash,4
TXN00441,2023-06-10 07:41:15.675675,66.0,Female,East,Groceries,1,999,3307.25,Credit Card,3
TXN00442,2023-06-10 16:25:56.756756,58.0,Female,East,Clothing,8,199,2973.84,Credit Card,3
TXN00443,2023-06-11 01:10:37.837837,34.0,Male,North,Sports,8,2999,1346.05,Cash,5
TXN00444,2023-06-11 09:55:18.918918,41.0,Male,North,Groceries,6,9999,2928.7,Cash,2
TXN00445,2023-06-11 18:40:00.000000,38.0,Male,West,Clothing,5,1499,1956.42,UPI,4
TXN00446,2023-06-12 03:24:41.081081,68.0,Female,North,Electronics,8,499,3535.74,UPI,5
TXN00447,2023-06-12 12:09:22.162162,56.0,Female,West,Groceries,3,199,3293.28,Credit Card,3
TXN00448,2023-06-12 20:54:03.243243,58.0,Female,West,Furniture,3,999,2248.1,UPI,5
TXN00449,2023-06-13 05:38:44.324324,56.0,Male,South,Clothing,2,9999,2588.91,Credit Card,5
TXN00450,2023-06-13 14:23:25.405405,30.0,Female,East,Furniture,5,1499,2152.63,Credit Card,4
TXN00451,2023-06-13 23:08:06.486486,28.0,Male,North,Clothing,3,1499,2949.86,Debit Card,3
TXN00452,2023-06-14 07:52:47.567567,63.0,Male,South,Furniture,3,199,3764.11,Credit Card,3
TXN00453,2023-06-14 16:37:28.648648,36.0,Male,North,Electronics,6,999,2211.42,UPI,4
TXN00454,2023-06-15 01:22:09.729729,28.0,Female,West,Sports,8,4999,3403.24,Cash,3
TXN00455,2023-06-15 10:06:50.810810,30.0,Female,North,Groceries,2,9999,2575.79,Cash,3
TXN00456,2023-06-15 18:51:31.891891,63.0,Male,East,Clothing,4,4999,2365.7,UPI,5
TXN00457,2023-06-16 03:36:12.972972,62.0,Female,West,Clothing,7,499,2914.38,Cash,3
TXN00458,2023-06-16 12:20:54.054054,18.0,Male,West,Clothing,1,199,2171.81,Credit Card,4
TXN00459,2023-06-16 21:05:35.135135,57.0,Male,South,Sports,1,9999,2557.08,Cash,1
TXN00460,2023-06-17 05:50:16.216216,61.0,Female,East,Electronics,7,499,2041.7,UPI,4
TXN00461,2023-06-17 14:34:57.297297,36.0,Male,West,Electronics,7,4999,4571.78,Cash,5
TXN00462,2023-06-17 23:19:38.378378,29.0,Male,East,Groceries,1,9999,3028.21,Credit Card,3
TXN00463,2023-06-18 08:04:19.459459,25.0,Female,North,Groceries,1,1499,2440.22,Credit Card,3
TXN00464,2023-06-18 16:49:00.540540,25.0,Male,East,Groceries,4,499,3171.18,UPI,4
TXN00465,2023-06-19 01:33:41.621621,62.0,Male,West,Groceries,5,999,2910.14,UPI,4
TXN00466,2023-06-19 10:18:22.702702,29.0,Male,South,Clothing,5,2999,2823.22,UPI,4
TXN00467,2023-06-19 19:03:03.783783,65.0,Male,West,Sports,4,4999,12691.396886100372,Debit Card,3
TXN00468,2023-06-20 03:47:44.864864,50.0,Male,East,Clothing,8,4999,3606.01,Debit Card,3
TXN00469,2023-06-20 12:32:25.945945,62.0,Male,East,Electronics,7,999,2575.6,Credit Card,5
TXN00470,2023-06-20 21:17:07.027027,43.0,Male,West,Groceries,9,9999,2539.35,Debit Card,5
TXN00471,2023-06-21 06:01:48.108108,56.0,Female,East,Groceries,7,9999,2779.96,Debit Card,4
TXN00472,2023-06-21 14:46:29.189189,,Female,North,Clothing,1,9999,1158.46,Cash,5
TXN00473,2023-06-21 23:31:10.270270,22.0,Male,West,Groceries,7,499,1787.85,Debit Card,4
TXN00474,2023-06-22 08:15:51.351351,25.0,Male,South,Electronics,1,199,4093.5,Cash,4
TXN00475,2023-06-22 17:00:32.432432,42.0,Female,West,Clothing,7,1499,4315.97,UPI,3
TXN00476,2023-06-23 01:45:13.513513,44.0,Female,North,Sports,8,2999,2800.77,Cash,4
TXN00477,2023-06-23 10:29:54.594594,63.0,Female,North,Electronics,9,199,3461.25,Cash,4
TXN00478,2023-06-23 19:14:35.675675,40.0,Female,North,Clothing,3,199,3249.0,UPI,1
TXN00479,2023-06-24 03:59:16.756756,,Female,North,Furniture,4,999,5463.1,UPI,4
TXN00480,2023-06-24 12:43:57.837837,62.0,Male,North,Sports,4,499,3895.66,Credit Card,5
TXN00481,2023-06-24 21:28:38.918918,64.0,Female,South,Groceries,9,4999,2897.67,Credit Card,4
TXN00482,2023-06-25 06:13:20.000000,40.0,Female,East,Groceries,7,4999,2235.57,Credit Card,4
TXN00483,2023-06-25 14:58:01.081081,66.0,Female,North,Groceries,3,999,1714.84,Credit Card,5
TXN00484,2023-06-25 23:42:42.162162,64.0,Male,North,Sports,5,499,3162.77,Cash,1
TXN00485,2023-06-26 08:27:23.243243,37.0,Male,West,Sports,7,999,2394.92,Cash,4
TXN00486,2023-06-26 17:12:04.324324,35.0,Male,South,Electronics,8,4999,1862.2,Credit Card,5
TXN00487,2023-06-27 01:56:45.405405,35.0,Male,South,Clothing,1,199,2482.74,Debit Card,4
TXN00488,2023-06-27 10:41:26.486486,19.0,Male,East,Groceries,2,1499,2134.76,Credit Card,3
TXN00489,2023-06-27 19:26:07.567567,21.0,Male,South,Furniture,7,9999,4349.71,Debit Card,2
TXN00490,2023-06-28 04:10:48.648648,47.0,Female,West,Groceries,2,499,3705.31,UPI,5
TXN00491,2023-06-28 12:55:29.729729,50.0,Male,West,Groceries,7,2999,2993.62,Cash,4
TXN00492,2023-06-28 21:40:10.810810,53.0,Male,East,Sports,9,2999,4183.96,Cash,5
TXN00493,2023-06-29 06:24:51.891891,35.0,Female,West,Electronics,2,199,3061.89,Debit Card,4
TXN00494,2023-06-29 15:09:32.972972,54.0,Male,North,Electronics,7,999,2310.97,Credit Card,4
TXN00495,2023-06-29 23:54:14.054054,36.0,Female,North,Clothing,4,999,4218.5,Cash,5
TXN00496,2023-06-30 08:38:55.135135,64.0,Female,West,Clothing,2,4999,3431.13,Debit Card,4
TXN00497,2023-06-30 17:23:36.216216,45.0,Male,East,Electronics,7,199,2170.2,UPI,4
TXN00498,2023-07-01 02:08:17.297297,57.0,Female,South,Electronics,5,4999,2847.73,UPI,4
TXN00499,2023-07-01 10:52:58.378378,37.0,Female,East,Groceries,1,4999,2299.51,Cash,5
TXN00500,2023-07-01 19:37:39.459459,66.0,Female,South,Sports,5,2999,1893.76,Credit Card,4
TXN00501,2023-07-02 04:22:20.540540,50.0,Female,West,Groceries,3,4999,3740.94,Debit Card,4
TXN00502,2023-07-02 13:07:01.621621,29.0,Male,West,Groceries,7,9999,4527.53,Cash,2
TXN00503,2023-07-02 21:51:42.702702,68.0,Female,North,Clothing,6,4999,1881.15,UPI,5
TXN00504,2023-07-03 06:36:23.783783,32.0,Male,South,Furniture,8,2999,3450.38,Credit Card,2
TXN00505,2023-07-03 15:21:04.864864,58.0,Female,East,Furniture,5,9999,2479.49,Debit Card,4
TXN00506,2023-07-04 00:05:45.945945,56.0,Female,West,Groceries,2,999,18622.947002577384,Cash,4
TXN00507,2023-07-04 08:50:27.027027,19.0,Female,East,Electronics,9,499,2526.08,Debit Card,4
TXN00508,2023-07-04 17:35:08.108108,46.0,Male,North,Electronics,8,1499,2308.81,Credit Card,4
TXN00509,2023-07-05 02:19:49.189189,58.0,Male,South,Electronics,6,4999,3038.82,Credit Card,2
TXN00510,2023-07-05 11:04:30.270270,27.0,Male,South,Groceries,7,9999,2335.24,UPI,4
TXN00511,2023-07-05 19:49:11.351351,19.0,Female,West,Furniture,9,499,3216.37,Credit Card,5
TXN00512,2023-07-06 04:33:52.432432,68.0,Female,South,Sports,7,2999,2959.81,Cash,5
TXN00513,2023-07-06 13:18:33.513513,28.0,Female,,Groceries,3,499,2808.84,Debit Card,3
TXN00514,2023-07-06 22:03:14.594594,30.0,Female,North,Furniture,6,1499,2273.95,Credit Card,5
TXN00515,2023-07-07 06:47:55.675675,27.0,Male,South,Sports,7,499,2538.58,Credit Card,4
TXN00516,2023-07-07 15:32:36.756756,31.0,Female,West,Clothing,2,9999,3604.31,Cash,5
TXN00517,2023-07-08 00:17:17.837837,35.0,Male,East,Clothing,3,499,3400.73,Debit Card,4
TXN00518,2023-07-08 09:01:58.918918,68.0,Female,West,Sports,4,499,2217.96,Debit Card,4
TXN00519,2023-07-08 17:46:40.000000,26.0,Male,South,Clothing,6,499,3079.47,UPI,5
TXN00520,2023-07-09 02:31:21.081081,56.0,Male,North,Sports,1,199,3601.11,UPI,5
TXN00521,2023-07-09 11:16:02.162162,45.0,Female,South,Sports,9,4999,1664.48,Debit Card,4
TXN00522,2023-07-09 20:00:43.243243,20.0,Female,South,Groceries,5,2999,3434.69,Cash,3
TXN00523,2023-07-10 04:45:24.324324,37.0,Male,West,Furniture,7,1499,2469.9,Cash,4
TXN00524,2023-07-10 13:30:05.405405,23.0,Female,East,Groceries,9,2999,3456.48,UPI,4
TXN00525,2023-07-10 22:14:46.486486,44.0,Female,South,Groceries,9,199,2389.39,Credit Card,3
TXN00526,2023-07-11 06:59:27.567567,19.0,Male,East,Clothing,1,199,1556.09,Cash,3
TXN00527,2023-07-11 15:44:08.648648,46.0,Male,West,Electronics,1,9999,1697.97,Credit Card,5
TXN00528,2023-07-12 00:28:49.729729,55.0,Male,East,Clothing,3,199,3038.47,Cash,2
TXN00529,2023-07-12 09:13:30.810810,20.0,Male,West,Groceries,6,4999,3207.78,Debit Card,4
TXN00530,2023-07-12 17:58:11.891891,33.0,Female,North,Electronics,2,199,2276.55,UPI,3
